SEARCH|MFR|MFR_NAME|PAGE|PN|Description|Price
*|2|CLA VAL|2|33273E|CLA VAL 4" DIAPH & DISC ASSY|0.0000
*|2|CLA VAL|2|35892K|CLA VAL X46A SS 3/4"FLOCLN STR|143.00
*|2|CLA VAL|2|36242G|CLA VAL X46A SS 1/2"FLOCLN STR|361.00
*|2|CLA VAL|2|37453J|CLA VAL 2" HINGE & LVR ARM PIN|63.90
*|2|CLA VAL|2|38206K|CLA VAL 4" CHECK COVER|671.00
*|2|CLA VAL|2|38216J|CLA VAL 4" HINGE & LVR ARM PIN|63.90
*|2|CLA VAL|2|39252C|CLA VAL 6" CHECK COVER|1150.00
*|2|CLA VAL|2|39263K|CLA VAL 6" HINGE & LVR ARM PIN|192.00
*|2|CLA VAL|2|40339E|CLA VAL 6" #1 CHECK SPRING|233.00
*|2|CLA VAL|2|40359c|CLA VAL 8" CK HINGE PIN|131.00
*|2|CLA VAL|3|40361J|CLA VAL 8"CK SEAT W/O'RING|0.0000
*|2|CLA VAL|3|40364C|CLA VAL 8" CK LEVER ARM PIN|51.50
*|2|CLA VAL|3|40367F|CLA VAL 8" CHECK COVER|629.00
*|2|CLA VAL|3|40456G|CLA VAL 6" DIAPH & DISC ASSY|0.0000
*|2|CLA VAL|3|40941H|CLA VAL 4" RP-RP1 #1 SPRING|130.00
*|2|CLA VAL|3|40942F|CLA VAL 4" RP-RP1 #2 SPRING|94.00
*|2|CLA VAL|3|41267G|CLA VAL 10" CK HINGE PIN|338.00
*|2|CLA VAL|3|41268E|CLA VAL 10" CK LEVER ARM PIN|327.00
*|2|CLA VAL|3|41271J|CLA VAL 10"CK SEAT W/O'RING|0.0000
*|2|CLA VAL|3|41320D|CLA VAL 10" #2 CHECK SPRING|241.00
*|2|CLA VAL|3|41335B|CLA VAL 10" CHECK BUSHING|0.0000
*|2|CLA VAL|3|41337H|CLA VAL 10" CHECK COVER|1100.00
*|2|CLA VAL|3|41368C|CLA VAL 8" #2 CHECK SPRING|239.00
*|2|CLA VAL|3|41512F|CLA VAL 6" #2 CHECK SPRING|94.00
*|2|CLA VAL|3|41574F|CLA VAL 2 1/2-3" CHECK COVER|388.00
*|2|CLA VAL|3|41581A|CLA VAL 2 1/2-3" HNG & LVR PIN|47.30
*|2|CLA VAL|3|42084E|CLA VAL 2" RP-RP1 #1 SPRING|41.50
*|2|CLA VAL|3|42290H|CLA VAL 4" BUSHING|0.0000
*|2|CLA VAL|3|45276D|CLA VAL 8" DIAPH & DISC ASSY|0.0000
*|2|CLA VAL|3|45301K|CLA VAL 8" CHECK BUSHING|0.0000
*|2|CLA VAL|4|4598101G|CLA VAL 3"  RP-RP1 #1 SPRING|64.10
*|2|CLA VAL|4|45997E|CLA VAL 8" LEVER ARM SPACER|0.0000
*|2|CLA VAL|4|49509D|CLA VAL 2 1/2-3" BUSHING|0.0000
*|2|CLA VAL|4|55555|CLA VAL MISC PART|0.0000
*|2|CLA VAL|4|60031C|CLA VAL 3" RP-RP1 #2 SPRING|44.60
*|2|CLA VAL|4|60648D|CLA VAL 10" LEVER ARM SPACER|0.0000
*|2|CLA VAL|4|61721H|CLA VAL 10" RP-RP1 #1 CK SPRG|359.00
*|2|CLA VAL|4|62359F|CLA VAL 2 1/2" RP-RP1#1 SPRING|197.00
*|2|CLA VAL|4|62360D|CLA VAL 2 1/2" RP-RP1#2 SPRING|187.00
*|2|CLA VAL|4|64672K|CLA VAL X58C RESTR FTG 3/8"|0.0000
*|2|CLA VAL|4|64673H|CLA VAL X58C RESTRICTOR FTG|0.0000
*|2|CLA VAL|4|64903J|CLA VAL 6" BUSHING|0.0000
*|2|CLA VAL|4|66666|CLA VAL MISC VALVE|0.0000
*|2|CLA VAL|4|6782107E|CLA VAL 10" HYTROL STEM NUT|61.20
*|2|CLA VAL|4|68565B|CLA VAL X58C RESTRICTOR FTG|0.0000
*|2|CLA VAL|4|70181D|CLA VAL 2" LINK & DISC RET PIN|32.50
*|2|CLA VAL|4|70182B|CLA VAL 2 1/2-3" LINK PIN|36.30
*|2|CLA VAL|4|70184H|CLA VAL 4" LINK PIN|98.30
*|2|CLA VAL|4|70186C|CLA VAL 6" LINK & DISC RET PIN|79.70
*|2|CLA VAL|4|70187A|CLA VAL 3081 8" LINK PIN|121.00
*|2|CLA VAL|5|70189G|CLA VAL 10" LINK PIN|163.00
*|2|CLA VAL|5|71297G|CLA VAL RP-RP1 8" #1 CK SPRING|273.00
*|2|CLA VAL|5|71884B|CLA VAL CRD 15-75 SPRING|46.80
*|2|CLA VAL|5|71885J|CLA VAL CRD 30-300 SPRING|49.70
*|2|CLA VAL|5|7194304H|CLA VAL CRD 3/8" 30-300 PSI|0.0000
*|2|CLA VAL|5|74486C|CLA VAL 1 1/4" CDHS 20 STEM|64.90
*|2|CLA VAL|5|7449001C|CLA VAL CDHS24 1 1/4" PISTON|125.00
*|2|CLA VAL|5|7449701H|CLA VAL 1 1/4" CDHS 20 SPG|85.90
*|2|CLA VAL|5|74628K|CLA VAL 1 1/4" CDHS 20 BLFRM|39.50
*|2|CLA VAL|5|7538201A|CLA VAL CDHS24 2" PISTON|451.00
*|2|CLA VAL|5|75390F|CLA VAL 2" CDHS 20 BELLOFRAM|51.90
*|2|CLA VAL|5|75923D|CLA VAL 3/4-1"RP2 #1 SPRING|47.60
*|2|CLA VAL|5|75924B|CLA VAL RP2 3/4-1" #2 SPRING|45.60
*|2|CLA VAL|5|76108A|CLAVAL CDHS20 1 1/4"SEAT W/ORG|235.00
*|2|CLA VAL|5|79060A|CLA VAL CDHS 20 2"SEAT W/ORG|318.00
*|2|CLA VAL|5|80331C|CLA VAL CDHS 20 3/4"SEAT W/ORG|51.50
*|2|CLA VAL|5|80332A|CLA VAL 3/4" CDHS 20 STEM|275.00
*|2|CLA VAL|5|80340D|CLA VAL 3/4" CDHS 20 SPRING|34.20
*|2|CLA VAL|5|81594E|CLA VAL CRD 2-30 SPRING|41.60
*|2|CLA VAL|5|81752J|CLA VAL 10" DIAPH & DISC ASSY|0.0000
*|2|CLA VAL|6|82575C|CLA VAL CRD SPRING 2-6PSI|49.70
*|2|CLA VAL|6|83790G|CLA VAL 1 1/4-1 1/2" RP2#1 SPR|69.30
*|2|CLA VAL|6|83791G|CLA VAL 1 1/4-1 1/2" RP2#2 SPR|64.40
*|2|CLA VAL|6|85375E|CLA VAL 2" CK BUSHING|4.30
*|2|CLA VAL|6|88409J|CLA VAL RESTRICTOR FITTING|0.0000
*|2|CLA VAL|6|88417B|CLA VAL CDHS 20 3/4"RPR KIT|125.00
*|2|CLA VAL|6|88418K|CLA VAL CDHS 20 1 1/4" RPR KIT|184.00
*|2|CLA VAL|6|88419H|CLA VAL CDHS 20 2" REPAIR KIT|205.00
*|2|CLA VAL|6|8937501J|CLA VAL 1 1/4-1 1/2" STEM NUT|41.60
*|2|CLA VAL|6|8937601G|CLA VAL 2" HYTROL STEM NUT|43.50
*|2|CLA VAL|6|8937701E|CLA VAL 2 1/2-3"HYTROL STM NUT|45.70
*|2|CLA VAL|6|8937801C|CLA VAL 4" HYTROL STEM NUT|51.90
*|2|CLA VAL|6|8937901A|CLA VAL 6" HYTROL STEM NUT|69.40
*|2|CLA VAL|6|8938001J|CLA VAL 8" HYTROL STEM NUT|83.80
*|2|CLA VAL|6|9169801K|CLA VAL 3/8" HYTROL KIT|109.00
*|2|CLA VAL|6|9169802H|CLA VAL 1/2-3/4" HYTROL KIT|109.00
*|2|CLA VAL|6|9169803F|CLA VAL 1" HYTROL KIT|111.00
*|2|CLA VAL|6|9169804D|CLA VAL 1 1/4-1 1/2" HYTROL KT|111.00
*|2|CLA VAL|6|9169805A|CLA VAL 2" HYTROL KIT|125.00
*|2|CLA VAL|6|9169811J|CLA VAL 2 1/2" HYTROL KIT|140.00
*|2|CLA VAL|7|9169812G|CLA VAL 3" HYTROL KIT|146.00
*|2|CLA VAL|7|9169813E|CLA VAL 4" HYTROL KIT|215.00
*|2|CLA VAL|7|9169815K|CLA VAL 6" HYTROL KIT|302.00
*|2|CLA VAL|7|9169905J|CLA VAL 2" POWERTROL KIT|167.00
*|2|CLA VAL|7|9169910J|CLA VAL 2 1/2" POWERTROL KIT|170.00
*|2|CLA VAL|7|9169911G|CLA VAL 3" POWERTOL KIT|259.00
*|2|CLA VAL|7|9169912E|CLA VAL 4" POWERTROL KIT|331.00
*|2|CLA VAL|7|9169913C|CLA VAL 6" POWERTROL KIT|383.00
*|2|CLA VAL|7|9170001D|CLA VAL CRA REPAIR KIT|0.0000
*|2|CLA VAL|7|9170002B|CLA VAL CRD 3/8" REPAIR KIT|0.0000
*|2|CLA VAL|7|9170003K|CLA VAL CDHS 18/CRD REPAIR KIT|0.0000
*|2|CLA VAL|7|9170004H|CLA VAL CDHS 2B REPAIR KIT|88.00
*|2|CLA VAL|7|9170007A|CLA VAL CRL REPAIR KIT|0.0000
*|2|CLA VAL|7|9710001A|CLA VAL X101 4" POS IND|188.00
*|2|CLA VAL|7|9710002J|CLA VAL X101 6" POS IND|188.00
*|2|CLA VAL|7|9805201C|CLA VAL CDHS20/24 2" SPRING|142.00
*|2|CLA VAL|7|9817901D|CLA VAL 8" HYTROL KIT|361.00
*|2|CLA VAL|7|9817902B|CLA VAL 10" HYTROL KIT|539.00
*|2|CLA VAL|7|99116G|CLA VAL 8" POWERTROL KIT|505.00
*|2|CLA VAL|7|C0974A|CLA VAL 6"HYTROL CVR BEARING|191.00
*|2|CLA VAL|8|C1029C|CLA VAL 6"HYTROL SEAT W/ORG|927.00
*|2|CLA VAL|8|C1425C|CLA VAL 1.25-1.5"SEAT W/OR2|238.00
*|2|CLA VAL|8|C1474A|CLA VAL 8"HYTROL SEAT W/ORG|1230.00
*|2|CLA VAL|8|C1520A|CLA VAL 3"SS HYTROL SEAT W/ORG|467.00
*|2|CLA VAL|8|C1533D|CLA VAL 4" HYTROL SPRING|31.20
*|2|CLA VAL|8|C1534B|CLA VAL 6" HYTROL SPRING|31.20
*|2|CLA VAL|8|C2520K|CLA VAL 1" DIAPH & DISC ASSY|0.0000
*|2|CLA VAL|8|C2522F|CLA VAL 1 1/4-1 1/2"DPH DC ASY|0.0000
*|2|CLA VAL|8|C2523D|CLA VAL 2 1/2" DIPH & DISC ASY|0.0000
*|2|CLA VAL|8|C2524B|CLA VAL 2" DIAPH &DISC ASSY|0.0000
*|2|CLA VAL|8|C2525J|CLA VAL 3" DIAPH & DISC ASSY|0.0000
*|2|CLA VAL|8|C2607E|CLA VAL X101 2 1/2" POS IND|180.00
*|2|CLA VAL|8|C2609A|CLA VAL X101 3" POS IND|180.00
*|2|CLA VAL|8|C2891E|CLA VAL X46A BRZ 3/8"FLOCLNSTR|0.0000
*|2|CLA VAL|8|C2893A|CLA VAL X46A BRZ 3/4"FLOCLNSTR|0.0000
*|2|CLA VAL|8|C3084F|CLA VAL X46A BRZ 3/8 X 1/2"STR|0.0000
*|2|CLA VAL|8|C3085C|CLA VAL X46A BRZ 3/4 X 3/8"STR|0.0000
*|2|CLA VAL|8|C3086A|CLA VAL X46A BRZ 1 X 3/8" STR|0.0000
*|2|CLA VAL|8|C3147A|CLA VAL 2" HYTROL SPRING|9.60
*|2|CLA VAL|8|C3148J|CLA VAL 2 1/2" HYTROL SPRING|9.60
*|2|CLA VAL|9|C3149G|CLA VAL 3" HYTROL SPRING|10.50
*|2|CLA VAL|9|C3396D|CLA VAL 1/2-3/4" HYTROL SPRING|6.40
*|2|CLA VAL|9|C4135E|CLA VAL 2"HYTROL SEAT W/ORG|277.00
*|2|CLA VAL|9|C4549G|CLA VAL 1"HYTRL 1"SS SEAT W/OR|64.40
*|2|CLA VAL|9|C5467A|CLA VAL X46B 1/2X3/8 FLOCLNSTR|0.0000
*|2|CLA VAL|9|C7414A|CLA VAL 8"HYTROL CVR BEARING|199.00
*|2|CLA VAL|9|C7683A|CLA VAL 1.25-1.5"CVR BEARING|128.00
*|2|CLA VAL|9|C7948H|CLA VAL 8" HYTROL SPRING|55.00
*|2|CLA VAL|9|C7958G|CLA VAL 10"HYTROL SEAT W/ORG|2090.00
*|2|CLA VAL|9|C8469D|CLA VAL 2"HYTROL CVR BEARING|135.00
*|2|CLA VAL|9|C8477G|CLA VAL 1 1/4-1 1/2" HYTRL SPG|8.40
*|2|CLA VAL|9|C8581F|CLA VAL X101 8" POS IND|234.00
*|2|CLA VAL|9|C8611A|CLA VAL 10"HYTROL CVR BEARING|231.00
*|2|CLA VAL|9|C8972G|CLA VAL 2" X101|180.00
*|2|CLA VAL|9|C9113G|CLA VAL 10" HYTROL SPRING|152.00
*|2|CLA VAL|9|C9187A|CLA VAL X101 10" POS IND|280.00
*|2|CLA VAL|9|CF1|CLA VAL FLOAT CONTROL VALVE|545.00
*|2|CLA VAL|9|CRL|CLA VAL PRESS RELIEF CONTROL|0.0000
*|2|CLA VAL|9|CSM11|CLA VAL CSM11|1720.00
*|2|CLA VAL|9|CV|CLA VAL SPEED CONTROL|0.0000
*|2|CLA VAL|10|CVCK100|CLA VAL 3/4-1" CHECK ASSY|11.50
*|2|CLA VAL|10|CVCK150|CLA VAL 1 1/4-1 1/2" CK ASSY|511.00
*|2|CLA VAL|10|D00001|CLA VAL D 10" REPAIR KIT|433.00
*|2|CLA VAL|10|D00200|CLA VAL D 2" REPAIR KIT|251.00
*|2|CLA VAL|10|D00200N|CLA VAL D 2"REPAIR KIT- NEW|780.00
*|2|CLA VAL|10|D00250|CLA VAL D 2 1/2" REPAIR KIT|275.00
*|2|CLA VAL|10|D00400|CLA VAL D 4" REPAIR KIT|352.00
*|2|CLA VAL|10|D00600|CLA VAL D 6" REPAIR KIT|374.00
*|2|CLA VAL|10|D00800|CLA VAL D 8" REPAIR KIT|374.00
*|2|CLA VAL|10|D20100|CLA VAL 3/4-1" CHECK RPR KIT|125.00
*|2|CLA VAL|10|D20150|CLA VAL 1 1/4-1 1/2"CK RPR KIT|177.00
*|2|CLA VAL|10|D40001|CLA VAL D4 10" REPAIR KIT|641.00
*|2|CLA VAL|10|D40200|CLA VAL D4 2" REPAIR KIT|286.00
*|2|CLA VAL|10|D40250|CLA VAL D4 2 1/2-3" RPR KIT|298.00
*|2|CLA VAL|10|D40400|CLA VAL D4 4" REPAIR KIT|376.00
*|2|CLA VAL|10|D40600|CLA VAL D4 6" REPAIR KIT|560.00
*|2|CLA VAL|10|D40800|CLA VAL D4 8" REPAIR KIT|600.00
*|2|CLA VAL|10|RP-RP1300|CLA VAL 2-3"RV CONVERSION KIT|0.0000
*|2|CLA VAL|10|RP-RP1400|CLA VAL 4-10"RV CONVERSION KIT|0.0000
*|2|CLA VAL|10|RP1001|CLA VAL RP1 10" REPAIR KIT|637.00
*|2|CLA VAL|11|RP1200|CLA VAL RP1 2" REPAIR KIT|434.00
*|2|CLA VAL|11|RP1200N|CLA VAL RP1 2"REPAIR KIT-NEW|963.00
*|2|CLA VAL|11|RP1250|CLA VAL RP1 2 1/2" REPAIR KIT|458.00
*|2|CLA VAL|11|RP1400|CLA VAL RP1 4" REPAIR KIT|557.00
*|2|CLA VAL|11|RP1600|CLA VAL RP1 6" REPAIR KIT|580.00
*|2|CLA VAL|11|RP1800|CLA VAL RP1 8" REPAIR KIT|582.00
*|2|CLA VAL|11|RP2100|CLA VAL RP2 3/4-1" REPAIR KIT|251.00
*|2|CLA VAL|11|RP2150|CLA VAL RP2 1 1/4-1 1/2"RPR KT|302.00
*|2|CLA VAL|11|RP4001|CLA VAL RP4 10" REPAIR KIT|844.00
*|2|CLA VAL|11|RP4200|CLA VAL RP4 2" REPAIR KIT|470.00
*|2|CLA VAL|11|RP4250|CLA VAL RP4 2 1/2-3" RPR KIT|482.00
*|2|CLA VAL|11|RP4400|CLA VAL RP4 4" REPAIR KIT|581.00
*|2|CLA VAL|11|RP4600|CLA VAL RP4 6" REPAIR KIT|765.00
*|2|CLA VAL|11|RP4800|CLA VAL RP4 8" REPAIR KIT|804.00
*|2|CLA VAL|11|X42N2|CLA VAL 3/8" STR NEEDLE VLVASY|0.0000
*|2|CLA VAL|11|Z1191901G|CLA VAL 3084 2"CLAPPER ASSY|1270.00
*|2|CLA VAL|11|Z1191903C|CLA VAL 3084 2 1/2-3"CLPR ASSY|2610.00
*|2|CLA VAL|11|Z1191904A|CLA VAL 3084 4"CLAPPER ASSY|1850.00
*|2|CLA VAL|11|Z1191905H|CLA VAL 3084 6"CLPR ASSY|5110.00
*|2|CLA VAL|11|Z1191906F|CLA VAL 3084 8"CLAPPER ASSY|4490.00
*|2|CLA VAL|12|Z1191907J|CLA VAL 3084 10"CLAPPER ASSY|7190.00
*|2|CLA VAL|12|Z1195601J|CLA VAL 3"CK SEAT W/O'RING|360.00
*|2|CLA VAL|12|Z1195701G|CLA VAL 6"CK SEAT W/O'RING|707.00
*|2|CLA VAL|12|Z1298101F|CLA VAL 2"CK SEAT W/O'RING|281.00
*|2|CLA VAL|12|Z1298601E|CLA VAL 4"CK SEAT W/O'RING|358.00
*|2|CLA VAL|12|Z33273E|CLA VAL 4"DIAPH & DISC ASSY|819.00
*|2|CLA VAL|12|Z40361J|CLA VAL 8"CK SEAT W/O'RING|586.00
*|2|CLA VAL|12|Z40456G|CLA VAL 6" DIAPH & DISC ASSY|1330.00
*|2|CLA VAL|12|Z41271J|CLA VAL 10"CK SEAT W/O'RING|1830.00
*|2|CLA VAL|12|Z41335B|CLA VAL 10"CHECK BUSHING|55.40
*|2|CLA VAL|12|Z42290H|CLA VAL 4" BUSHING|6.50
*|2|CLA VAL|12|Z45276D|CLA VAL 8" DIAPH & DISC ASSY|2140.00
*|2|CLA VAL|12|Z45301K|CLA VAL 8"CHECK BUSHING|37.60
*|2|CLA VAL|12|Z45997E|CLA VAL 8"LEVER ARM SPACER|51.00
*|2|CLA VAL|12|Z49509D|CLA VAL 2 1/2-3" BUSHING|5.40
*|2|CLA VAL|12|Z60648D|CLA VAL 10"LEVER ARM SPACER|42.60
*|2|CLA VAL|12|Z64672K|CLA VAL X58C RESTR FTG 3/8"|126.00
*|2|CLA VAL|12|Z64673H|CLA VAL X58C RESTRICTOR FTG|63.40
*|2|CLA VAL|12|Z64903J|CLA VAL 6" BUSHING|6.60
*|2|CLA VAL|12|Z68565B|CLA VAL X58C RESTRICTOR FTG|63.60
*|2|CLA VAL|13|Z7194304H|CLA VAL CRD 3/8"30-300 PSI|387.00
*|2|CLA VAL|13|Z81752J|CLA VAL 10"DIAPH & DISC ASSY|3930.00
*|2|CLA VAL|13|Z88409J|CLA VAL RESTRICTOR FTG|139.00
*|2|CLA VAL|13|Z9170001D|CLA VAL CRA REPAIR KIT|133.00
*|2|CLA VAL|13|Z9170002B|CLA VAL CRD 3/8"REPAIR KIT|123.00
*|2|CLA VAL|13|Z9170003K|CLA VAL CDHS 18/CRD REPAIR KIT|103.00
*|2|CLA VAL|13|Z9170007A|CLA VAL CRL REPAIR KIT|120.00
*|2|CLA VAL|13|ZC2520K|CLA VAL 1"DIAPH & DISC ASSY|208.00
*|2|CLA VAL|13|ZC2522F|CLA VAL 1 1/4-1 1/2"DPH DC ASY|396.00
*|2|CLA VAL|13|ZC2523D|CLA VAL 2 1/2"DIAPH & DISC ASY|529.00
*|2|CLA VAL|13|ZC2524B|CLA VAL 2" DIAPH & DISC ASSY|370.00
*|2|CLA VAL|13|ZC2525J|CLA VAL 3"DIAPH & DISC ASSY|566.00
*|2|CLA VAL|13|ZC2891E|CLA VAL X46A BRZ 3/8"FLOCLNSTR|81.90
*|2|CLA VAL|13|ZC2893A|CLA VAL X46A BRZ 3/4"FLOCLNSTR|208.00
*|2|CLA VAL|13|ZC3084F|CLA VAL X46A BRZ 3/8 X 1/2"STR|81.90
*|2|CLA VAL|13|ZC3085C|CLA VAL X46A BRZ 3/4 X 3/8"STR|134.00
*|2|CLA VAL|13|ZC3086A|CLA VAL X46A BRZ 1 X 3/8"STR|134.00
*|2|CLA VAL|13|ZC5467A|CLAVAL X46B 1/2X3/8"FLOCLNSTR|64.70
*|2|CLA VAL|13|ZCRL|CLA VAL PRESS RELIEF CONTROL|608.00
*|2|CLA VAL|13|ZCV|CLA VAL SPEED CONTROL|263.00
*|2|CLA VAL|14|ZRP-RP1300|CLA VAL 2-3"RV CONVERSION KIT|3520.00
*|2|CLA VAL|14|ZRP-RP1400|CLA VAL 4-10"RV CONVERSION KIT|5790.00
*|2|CLA VAL|14|ZX42N2|CLA VAL 3/8"STR NEEDLE VLV ASY|238.00
*|3|FEBCO|1|101028|FEBCO 805Y/825Y 3/4-1" CK CAP|0.0000
*|3|FEBCO|1|101029|FEBCO 825Y 3/4-1" RV COVER|0.0000
*|3|FEBCO|1|101034|FEBCO 805Y/825Y 1 1/2-2"CK CAP|0.0000
*|3|FEBCO|1|101035|FEBCO 825Y 1 1/2-2" RV COVER|0.0000
*|3|FEBCO|1|101040|FEBCO 825Y 3/4-1 1/4" RV BODY|0.0000
*|3|FEBCO|1|101041|FEBCO 825Y 1 1/2-2" RV BODY|0.0000
*|3|FEBCO|1|101046|FEBCO 825Y 1 1/4" RV COVER|0.0000
*|3|FEBCO|1|101113|FEBCO 825YD 2 1/2-10" RV COVER|0.0000
*|3|FEBCO|1|101189|FEBCO 825YA 1 1/2" END ADAPTER|0.0000
*|3|FEBCO|1|101190|FEBCO 825YA 2" END ADAPTER|0.0000
*|3|FEBCO|1|101194|FEBCO 825YA 3/4" END ADAPTER|0.0000
*|3|FEBCO|1|101195|FEBCO 825YA 1" END ADAPTER|0.0000
*|3|FEBCO|1|101218|FEBCO 2 1/2-4" PIVOT BEARING|0.0000
*|3|FEBCO|1|101219|FEBCO 6-8" PIVOT BEARING|0.0000
*|3|FEBCO|1|101220|FEBCO 10" PIVOT BEARING|0.0000
*|3|FEBCO|1|101252|FEBCO 860/880 RV HI MOUNT FLG|0.0000
*|3|FEBCO|1|101253|FEBCO 850 SM BLANK COVER|0.0000
*|3|FEBCO|1|110015|FEBCO 860/880 RV SEAT|0.0000
*|3|FEBCO|1|110026|FEBCO 850/860 1 1/4-2"CK COVER|0.0000
*|3|FEBCO|1|110035|FEBCO 850/860 1" CK COVER|0.0000
*|3|FEBCO|2|110041|FEBCO 850/860 1/2-3/4"CK COVER|0.0000
*|3|FEBCO|2|240102|FEBCO 825YD 2 1/2-10"RV GUIDE|0.0000
*|3|FEBCO|2|240130|FBCO MS 2 1/2-4"CK SPG LOAD PN|21.90
*|3|FEBCO|2|240131|FEBCO MS 6-8"CK SPG LOAD PIN|14.70
*|3|FEBCO|2|240132|FEBCO MS 10" CK SPG LOAD PIN|34.20
*|3|FEBCO|2|240136|FEBCO 860/880RV SPG RET SCRW|21.20
*|3|FEBCO|2|240137|FBCO MS 2 1/2-4" CK SWGARM PIN|17.10
*|3|FEBCO|2|240138|FEBCO MS 6" CK SWING ARM PIN|15.60
*|3|FEBCO|2|240139|FEBCO MS 8"CK SWG ARM PIN|22.20
*|3|FEBCO|2|240140|FEBCO  MS 10"CK SWG ARM PIN|54.20
*|3|FEBCO|2|300083|FEBCO 765 1 1/2-2" CANOPY|33.60
*|3|FEBCO|2|300084|FBCO 825Y 3/4-1 1/4"CK DSC RET|9.20
*|3|FEBCO|2|300088|FEBCO 765 1-1 1/4" SPRING RET|0.0000
*|3|FEBCO|2|300089|FEBCO 765 1-1 1/4" CANOPY|23.90
*|3|FEBCO|2|300093|FEBCO 765 1/2-3/4" CANOPY|18.80
*|3|FEBCO|2|300096|FEBCO 765 1/2-3/4" SPRING RET|0.0000
*|3|FEBCO|2|300108|FEBCO 825Y 1 1/2-2"CK DISC RET|11.10
*|3|FEBCO|2|320001|FBCO 850/870 2 1/2-10"BLNK CVR|276.00
*|3|FEBCO|4|400145|FEBCO 10" CK DISC ASSY|240.00
*|3|FEBCO|4|402002|FEBCO 800 4" CHECK DISC|319.00
*|3|FEBCO|4|402003|FEBCO 800 6" CHECK DISC|528.00
*|3|FEBCO|4|402004|FEBCO 800 8"CHECK DISC|858.00
*|3|FEBCO|4|450102|FEBCO MS 2 1/2-3"CK SEAT GSKT|13.00
*|3|FEBCO|4|450106|FEBCO MS 4" CK SEAT GSKT|41.00
*|3|FEBCO|4|450107|FBCO 860/880 2 1/2-10"RV MNTG|7.30
*|3|FEBCO|4|450108|FEBCO MS 6"CK SEAT GSKT|51.00
*|3|FEBCO|4|450109|FEBCO MS 8" CK SEAT GASKET|53.50
*|3|FEBCO|5|450110|FEBCO MS 10"CK SEAT GASKET|33.20
*|3|FEBCO|5|500270|FBCO 805Y/825Y 3/4-1 1/4"HLDR|36.20
*|3|FEBCO|5|500273|FEBCO 825Y 3/4-1 1/4" RV STEM|34.70
*|3|FEBCO|5|500277|FEBCO 825Y 3/4-1 1/4" RV GUIDE|69.30
*|3|FEBCO|5|500278|FBCO805Y/825Y 1 1/2-2"CKDS HLD|43.70
*|3|FEBCO|5|500280|FEBCO 825Y 1 1/2-2" RV STEM|76.60
*|3|FEBCO|5|500281|FEBCO 825Y 1 1/2-2" RV GUIDE|117.00
*|3|FEBCO|5|500284|FBCO 825Y 3/4-1 1/4"RV SPGRET|2.90
*|3|FEBCO|5|500288|FEBCO 825Y 3/4-1 1/4" RVSHIELD|18.90
*|3|FEBCO|5|500289|FEBCO 825Y 1 1/2-2"RV SHIELD|22.10
*|3|FEBCO|5|500290|FEBCO 825Y 3/4-2" RV BUSHING|15.40
*|3|FEBCO|5|500291|FBCO 805YD/825YD 2 1/2-3"BUSH|16.90
*|3|FEBCO|5|500292|FBCO 805YD/825YD 4-6" ST BUSH|22.50
*|3|FEBCO|5|500298|FEBCO 825YD 2 1/2-10" RV STEM|126.00
*|3|FEBCO|5|500335|FBCO MS 2 1/2-4"CKCVR PIVOTBRG|11.50
*|3|FEBCO|5|500336|FBCO MS 6-10"CK CVR PIVOT BRG|10.80
*|3|FEBCO|5|500342|FEBCO 860/880 RV GDE BOLT|7.80
*|3|FEBCO|5|500366|FEBCO 850/860 1 1/4-2"RETAINER|16.50
*|3|FEBCO|5|500368|FEBCO 860 1 1/4-2" RV SEAT|3.40
*|3|FEBCO|5|500372|FEBCO 860 1 1/4-2" R V GUIDE|7.00
*|3|FEBCO|6|500376|FEBCO 850/860 1" RETAINER|7.40
*|3|FEBCO|6|500378|FEBCO 860 1/2-1" RV SEAT|5.10
*|3|FEBCO|6|500382|FEBCO 860 1/2-1" R V GUIDE|6.20
*|3|FEBCO|6|500392|FEBCO 850/860 1/2-3/4"RETAINER|7.40
*|3|FEBCO|6|500399|FEBCO 860/880 RV STEM|17.80
*|3|FEBCO|6|630063|FEBCO 765 1 1/2-2" SPRING|17.30
*|3|FEBCO|6|630106|FEBCO 765 1-1 1/4" SPRING|11.40
*|3|FEBCO|6|630108|FEBCO 765 1/2-3/4" SPRING|10.60
*|3|FEBCO|6|630115|FEBCO 825Y 3/4-1 1/4"#2 CK SPR|10.60
*|3|FEBCO|6|630118|FEBCO 825Y 1 1/2-2"#2 CK SPR|25.10
*|3|FEBCO|6|630125|FEBCO 825Y 3/4-1 1/4"#1 CK SPG|20.20
*|3|FEBCO|6|630126|FEBCO 825Y 3/4-1 1/4" RV SPG|57.00
*|3|FEBCO|6|630128|FEBCO 825YD 2 1/2-10"RV SPG|39.40
*|3|FEBCO|6|630137|FEBCO 825Y 1 1/2-2" #1 SPRING|36.20
*|3|FEBCO|6|630138|FEBCO 825Y 1 1/2-2" RV SPRING|94.00
*|3|FEBCO|7|630140|FEBCO 826YD 2 1/2" #2 CK SPG|912.00
*|3|FEBCO|7|630141|FEBCO 806YD 3" SPRING|159.00
*|3|FEBCO|7|630142|FEBCO 826YD 4" #1 CK SPRING|443.00
*|3|FEBCO|7|630143|FEBCO 826YD 6" #1 CK SPRING|698.00
